SiteNo,SPOFQuestionId,AnswerValue,OriginalMarker,DetailedComments,SourceWorkbook,SourceSheet,SourceRowNumber,SourceColumnStart,SourceColumnEnd,ValidationStatus
DAL02,3.01,No,X,Oncor has a vista switch in their vault they can switch to another source.,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,63,66,Valid
DAL03,3.01,No,X,Oncor has a vista switch in their vault they can switch to another source.,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,67,70,Valid
DAL04,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,71,74,Valid
DAL05,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,75,78,Valid
DEN02,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,79,82,Valid
DEN03,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,83,86,Valid
DEN05.01,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,87,90,Valid
DEN05.02,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,91,94,Valid
DEN11,3.01,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,95,98,Valid
DFW01,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,99,102,Valid
FLL01,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,103,106,Valid
FLL02,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,107,110,Valid
JAX01,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,111,114,Valid
JAX02,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,115,118,Valid
LAS03,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,119,122,Valid
LAS04,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,123,126,Valid
LAS05,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,127,130,Valid
LOU02,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,131,134,Valid
LOU03,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,135,138,Valid
LOU04,3.01,Yes,X,Fed from LOU2 and LOU3,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,139,142,Valid
LOU05,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,143,146,Valid
MSP01,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,147,150,Valid
NAS01,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,151,154,Valid
NAS02,3.01,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,155,158,Valid
NAS03,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,159,162,Valid
NAS04,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,163,166,Valid
NAS05,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,167,170,Valid
NAS06,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,171,174,Valid
PDX01.01,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,175,178,Valid
PDX01.02,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,179,182,Valid
PDX02,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,183,186,Valid
PDX03,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,187,190,Valid
PDX04,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,191,194,Valid
PHL01,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,195,198,Valid
PHX01,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,199,202,Valid
RAL01,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,203,206,Valid
RAL02,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,207,210,Valid
RAL03,3.01,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,211,214,Valid
RCH01,3.01,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,215,218,Valid
RIC01,3.01,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,219,222,Valid
RIC02,3.01,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,223,226,Valid
SLC03,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,227,230,Valid
SLC04.01,3.01,No,X,Single utility feed,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,231,234,Valid
SLC04.02,3.01,No,X,Single utility feed,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,235,238,Valid
SLC04.03,3.01,No,X,Single utility feed,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,239,242,Valid
SLC07,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,243,246,Valid
SLC09,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,247,250,Valid
SLC10,3.01,Yes,X,"Utility company controls the feeds,.We have 2 utility feeds each with 3000Amps 3 phase which converts to about 2.5 MW's. With our < 1 MW of total building load we are N+1 for utility feeds.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,251,254,Valid
TPA01,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,255,258,Valid
TPA02,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,259,262,Valid
TPA03,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,263,266,Valid
TPA04,3.01,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,51,267,270,Valid
ABE01,3.0199999999999996,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,7,10,Valid
ATL01,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,11,14,Valid
ATL02,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,15,18,Valid
ATL03,3.0199999999999996,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,19,22,Valid
ATL04,3.0199999999999996,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,23,26,Valid
ATL05,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,27,30,Valid
CIN01,3.0199999999999996,No,X,Closed Loop,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,31,34,Valid
CIN02,3.0199999999999996,No,X,Closed Loop,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,35,38,Valid
CLT01,3.0199999999999996,No,x,No water needed. DX units,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,39,42,Valid
CLT02,3.0199999999999996,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,43,46,Valid
CLT03,3.0199999999999996,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,47,50,Valid
CLT04,3.0199999999999996,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,51,54,Valid
CLT05,3.0199999999999996,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,55,58,Valid
DAL01,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,59,62,Valid
DAL02,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,63,66,Valid
DAL03,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,67,70,Valid
DAL04,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,71,74,Valid
DAL05,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,75,78,Valid
DEN02,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,79,82,Valid
DEN03,3.0199999999999996,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,83,86,Valid
DEN05.01,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,87,90,Valid
DEN05.02,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,91,94,Valid
DEN11,3.0199999999999996,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,95,98,Valid
DFW01,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,99,102,Valid
FLL01,3.0199999999999996,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,103,106,Valid
FLL02,3.0199999999999996,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,107,110,Valid
JAX01,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,111,114,Valid
JAX02,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,115,118,Valid
LAS03,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,119,122,Valid
LAS04,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,123,126,Valid
LAS05,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,127,130,Valid
LOU02,3.0199999999999996,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,131,134,Valid
LOU03,3.0199999999999996,No,X,Closed Loop,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,135,138,Valid
LOU04,3.0199999999999996,Yes,X,Fed from LOU2 and LOU3,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,139,142,Valid
LOU05,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,143,146,Valid
MSP01,3.0199999999999996,No|N/A,X|X,"2 feeds onto property in a ring pattern, one feed into the building.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,147,150,MultipleAnswers
NAS01,3.0199999999999996,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,151,154,Valid
NAS02,3.0199999999999996,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,155,158,Valid
NAS03,3.0199999999999996,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,159,162,Valid
NAS04,3.0199999999999996,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,163,166,Valid
NAS05,3.0199999999999996,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,167,170,Valid
NAS06,3.0199999999999996,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,171,174,Valid
PDX01.01,3.0199999999999996,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,175,178,Valid
PDX01.02,3.0199999999999996,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,179,182,Valid
PDX02,3.0199999999999996,No,X,Single source to CT's,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,183,186,Valid
PDX03,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,187,190,Valid
PDX04,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,191,194,Valid
PHL01,3.0199999999999996,No,X,Single feed for domestic and single feed for Fire Suppression,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,195,198,Valid
PHX01,3.0199999999999996,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,199,202,Valid
RAL01,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,203,206,Valid
RAL02,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,207,210,Valid
RAL03,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,211,214,Valid
RCH01,3.0199999999999996,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,215,218,Valid
RIC01,3.0199999999999996,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,219,222,Valid
RIC02,3.0199999999999996,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,223,226,Valid
SLC03,3.0199999999999996,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,227,230,Valid
SLC04.01,3.0199999999999996,No,X,"City water comes in at multiple points, but comes from the same supply trunk.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,231,234,Valid
SLC04.02,3.0199999999999996,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,235,238,Valid
SLC04.03,3.0199999999999996,No,X,"City water comes in at multiple points, but comes from the same supply trunk.",Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,239,242,Valid
SLC07,3.0199999999999996,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,243,246,Valid
SLC09,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,247,250,Valid
SLC10,3.0199999999999996,No,X,We do have onsite water storage so we have City supply plus enough to last at least 24 hrs. N+1,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,251,254,Valid
TPA01,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,255,258,Valid
TPA02,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,259,262,Valid
TPA03,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,263,266,Valid
TPA04,3.0199999999999996,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,52,267,270,Valid
ABE01,3.0299999999999994,N/A,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,7,10,Valid
ATL01,3.0299999999999994,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,11,14,Valid
ATL02,3.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,15,18,Valid
ATL03,3.0299999999999994,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,19,22,Valid
ATL04,3.0299999999999994,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,23,26,Valid
ATL05,3.0299999999999994,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,27,30,Valid
CIN01,3.0299999999999994,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,31,34,Valid
CIN02,3.0299999999999994,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,35,38,Valid
CLT01,3.0299999999999994,N/A,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,39,42,Valid
CLT02,3.0299999999999994,N/A,x,Closed loop condenser water loop,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,43,46,Valid
CLT03,3.0299999999999994,N/A,x,Closed loop CW,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,47,50,Valid
CLT04,3.0299999999999994,N/A,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,51,54,Valid
CLT05,3.0299999999999994,N/A,x,Closed CW Loop,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,55,58,Valid
DAL01,3.0299999999999994,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,59,62,Valid
DAL02,3.0299999999999994,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,63,66,Valid
DAL03,3.0299999999999994,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,67,70,Valid
DAL04,3.0299999999999994,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,71,74,Valid
DAL05,3.0299999999999994,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,75,78,Valid
DEN02,3.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,79,82,Valid
DEN03,3.0299999999999994,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,83,86,Valid
DEN05.01,3.0299999999999994,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,87,90,Valid
DEN05.02,3.0299999999999994,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,91,94,Valid
DEN11,3.0299999999999994,N/A,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,95,98,Valid
DFW01,3.0299999999999994,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,99,102,Valid
FLL01,3.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,103,106,Valid
FLL02,3.0299999999999994,Yes,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,107,110,Valid
JAX01,3.0299999999999994,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,111,114,Valid
JAX02,3.0299999999999994,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,115,118,Valid
LAS03,3.0299999999999994,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,119,122,Valid
LAS04,3.0299999999999994,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,123,126,Valid
LAS05,3.0299999999999994,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,127,130,Valid
LOU02,3.0299999999999994,No,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,131,134,Valid
LOU03,3.0299999999999994,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,135,138,Valid
LOU04,3.0299999999999994,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,139,142,Valid
LOU05,3.0299999999999994,N/A,X,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,143,146,Valid
MSP01,3.0299999999999994,N/A,X,Water is not utilized for DC operations,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,147,150,Valid
NAS01,3.0299999999999994,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,151,154,Valid
NAS02,3.0299999999999994,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,155,158,Valid
NAS03,3.0299999999999994,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,159,162,Valid
NAS04,3.0299999999999994,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,163,166,Valid
NAS05,3.0299999999999994,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,167,170,Valid
NAS06,3.0299999999999994,Yes,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,171,174,Valid
PDX01.01,3.0299999999999994,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,175,178,Valid
PDX01.02,3.0299999999999994,No,x,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Entry- Site SPOF Data,53,179,182,Valid
