AssetId,SiteNo,SiteName,CategoryName,OverallScore,EqCriticality,EqOperatingIssues,EqRedundancy,EqServiceSupport,EqAge,SiteBusinessPriority,EqEfficiency,EqMainCost,EqLoading,ROMReplacementCost,BudgetYear,ROMCostInBudgetYear,SourceWorkbook,SourceSheet,SourceRowNumber,CalculationLayer,ValidationStatus,IsTestRecord
4902,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1010,Scoring Engine -> Output- Asset Scores,Valid,false
4903,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1011,Scoring Engine -> Output- Asset Scores,Valid,false
4904,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1012,Scoring Engine -> Output- Asset Scores,Valid,false
4905,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1013,Scoring Engine -> Output- Asset Scores,Valid,false
4906,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1014,Scoring Engine -> Output- Asset Scores,Valid,false
4907,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1015,Scoring Engine -> Output- Asset Scores,Valid,false
4908,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1016,Scoring Engine -> Output- Asset Scores,Valid,false
4909,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1017,Scoring Engine -> Output- Asset Scores,Valid,false
4910,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1018,Scoring Engine -> Output- Asset Scores,Valid,false
4911,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1019,Scoring Engine -> Output- Asset Scores,Valid,false
4912,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1020,Scoring Engine -> Output- Asset Scores,Valid,false
4913,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1021,Scoring Engine -> Output- Asset Scores,Valid,false
4914,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1022,Scoring Engine -> Output- Asset Scores,Valid,false
4915,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1023,Scoring Engine -> Output- Asset Scores,Valid,false
4916,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1024,Scoring Engine -> Output- Asset Scores,Valid,false
4917,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1025,Scoring Engine -> Output- Asset Scores,Valid,false
4918,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1026,Scoring Engine -> Output- Asset Scores,Valid,false
4919,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1027,Scoring Engine -> Output- Asset Scores,Valid,false
4920,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1028,Scoring Engine -> Output- Asset Scores,Valid,false
4921,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1029,Scoring Engine -> Output- Asset Scores,Valid,false
4922,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1030,Scoring Engine -> Output- Asset Scores,Valid,false
4923,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1031,Scoring Engine -> Output- Asset Scores,Valid,false
4924,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1032,Scoring Engine -> Output- Asset Scores,Valid,false
4925,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1033,Scoring Engine -> Output- Asset Scores,Valid,false
4926,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1034,Scoring Engine -> Output- Asset Scores,Valid,false
4927,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1035,Scoring Engine -> Output- Asset Scores,Valid,false
4928,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1036,Scoring Engine -> Output- Asset Scores,Valid,false
4929,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1037,Scoring Engine -> Output- Asset Scores,Valid,false
4930,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1038,Scoring Engine -> Output- Asset Scores,Valid,false
4931,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1039,Scoring Engine -> Output- Asset Scores,Valid,false
4932,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1040,Scoring Engine -> Output- Asset Scores,Valid,false
4933,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1041,Scoring Engine -> Output- Asset Scores,Valid,false
4934,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1042,Scoring Engine -> Output- Asset Scores,Valid,false
4935,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1043,Scoring Engine -> Output- Asset Scores,Valid,false
4936,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1044,Scoring Engine -> Output- Asset Scores,Valid,false
4937,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1045,Scoring Engine -> Output- Asset Scores,Valid,false
4938,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1046,Scoring Engine -> Output- Asset Scores,Valid,false
4939,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1047,Scoring Engine -> Output- Asset Scores,Valid,false
4940,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1048,Scoring Engine -> Output- Asset Scores,Valid,false
4941,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1049,Scoring Engine -> Output- Asset Scores,Valid,false
4942,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1050,Scoring Engine -> Output- Asset Scores,Valid,false
4943,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1051,Scoring Engine -> Output- Asset Scores,Valid,false
4944,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1052,Scoring Engine -> Output- Asset Scores,Valid,false
4945,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1053,Scoring Engine -> Output- Asset Scores,Valid,false
4946,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1054,Scoring Engine -> Output- Asset Scores,Valid,false
4947,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1055,Scoring Engine -> Output- Asset Scores,Valid,false
4948,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1056,Scoring Engine -> Output- Asset Scores,Valid,false
4949,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1057,Scoring Engine -> Output- Asset Scores,Valid,false
4950,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1058,Scoring Engine -> Output- Asset Scores,Valid,false
4951,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1059,Scoring Engine -> Output- Asset Scores,Valid,false
4952,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1060,Scoring Engine -> Output- Asset Scores,Valid,false
4953,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1061,Scoring Engine -> Output- Asset Scores,Valid,false
4954,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1062,Scoring Engine -> Output- Asset Scores,Valid,false
4955,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1063,Scoring Engine -> Output- Asset Scores,Valid,false
4956,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1064,Scoring Engine -> Output- Asset Scores,Valid,false
4957,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1065,Scoring Engine -> Output- Asset Scores,Valid,false
4958,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1066,Scoring Engine -> Output- Asset Scores,Valid,false
4959,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1067,Scoring Engine -> Output- Asset Scores,Valid,false
4960,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1068,Scoring Engine -> Output- Asset Scores,Valid,false
4961,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1069,Scoring Engine -> Output- Asset Scores,Valid,false
4962,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1070,Scoring Engine -> Output- Asset Scores,Valid,false
4963,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1071,Scoring Engine -> Output- Asset Scores,Valid,false
4964,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1072,Scoring Engine -> Output- Asset Scores,Valid,false
4965,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1073,Scoring Engine -> Output- Asset Scores,Valid,false
4966,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1074,Scoring Engine -> Output- Asset Scores,Valid,false
4967,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1075,Scoring Engine -> Output- Asset Scores,Valid,false
4968,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1076,Scoring Engine -> Output- Asset Scores,Valid,false
4969,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1077,Scoring Engine -> Output- Asset Scores,Valid,false
4970,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1078,Scoring Engine -> Output- Asset Scores,Valid,false
4971,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1079,Scoring Engine -> Output- Asset Scores,Valid,false
4972,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1080,Scoring Engine -> Output- Asset Scores,Valid,false
4973,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1081,Scoring Engine -> Output- Asset Scores,Valid,false
4974,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1082,Scoring Engine -> Output- Asset Scores,Valid,false
4975,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1083,Scoring Engine -> Output- Asset Scores,Valid,false
4976,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1084,Scoring Engine -> Output- Asset Scores,Valid,false
4977,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1085,Scoring Engine -> Output- Asset Scores,Valid,false
4978,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1086,Scoring Engine -> Output- Asset Scores,Valid,false
4979,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1087,Scoring Engine -> Output- Asset Scores,Valid,false
4980,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1088,Scoring Engine -> Output- Asset Scores,Valid,false
4981,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1089,Scoring Engine -> Output- Asset Scores,Valid,false
4982,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1090,Scoring Engine -> Output- Asset Scores,Valid,false
4983,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1091,Scoring Engine -> Output- Asset Scores,Valid,false
4984,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1092,Scoring Engine -> Output- Asset Scores,Valid,false
4985,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1093,Scoring Engine -> Output- Asset Scores,Valid,false
4986,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1094,Scoring Engine -> Output- Asset Scores,Valid,false
4987,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1095,Scoring Engine -> Output- Asset Scores,Valid,false
4988,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1096,Scoring Engine -> Output- Asset Scores,Valid,false
4989,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1097,Scoring Engine -> Output- Asset Scores,Valid,false
4990,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1098,Scoring Engine -> Output- Asset Scores,Valid,false
4991,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1099,Scoring Engine -> Output- Asset Scores,Valid,false
4992,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1100,Scoring Engine -> Output- Asset Scores,Valid,false
4993,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1101,Scoring Engine -> Output- Asset Scores,Valid,false
4994,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1102,Scoring Engine -> Output- Asset Scores,Valid,false
4995,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1103,Scoring Engine -> Output- Asset Scores,Valid,false
4996,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1104,Scoring Engine -> Output- Asset Scores,Valid,false
4997,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1105,Scoring Engine -> Output- Asset Scores,Valid,false
4998,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1106,Scoring Engine -> Output- Asset Scores,Valid,false
4999,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1107,Scoring Engine -> Output- Asset Scores,Valid,false
5000,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1108,Scoring Engine -> Output- Asset Scores,Valid,false
5001,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1109,Scoring Engine -> Output- Asset Scores,Valid,false
5002,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1110,Scoring Engine -> Output- Asset Scores,Valid,false
5003,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1111,Scoring Engine -> Output- Asset Scores,Valid,false
5004,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1112,Scoring Engine -> Output- Asset Scores,Valid,false
5005,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1113,Scoring Engine -> Output- Asset Scores,Valid,false
5006,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1114,Scoring Engine -> Output- Asset Scores,Valid,false
5007,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1115,Scoring Engine -> Output- Asset Scores,Valid,false
5008,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1116,Scoring Engine -> Output- Asset Scores,Valid,false
5009,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1117,Scoring Engine -> Output- Asset Scores,Valid,false
5010,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1118,Scoring Engine -> Output- Asset Scores,Valid,false
5011,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1119,Scoring Engine -> Output- Asset Scores,Valid,false
5012,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1120,Scoring Engine -> Output- Asset Scores,Valid,false
5013,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1121,Scoring Engine -> Output- Asset Scores,Valid,false
5014,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1122,Scoring Engine -> Output- Asset Scores,Valid,false
5015,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1123,Scoring Engine -> Output- Asset Scores,Valid,false
5016,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1124,Scoring Engine -> Output- Asset Scores,Valid,false
5017,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1125,Scoring Engine -> Output- Asset Scores,Valid,false
5018,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1126,Scoring Engine -> Output- Asset Scores,Valid,false
5019,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1127,Scoring Engine -> Output- Asset Scores,Valid,false
5020,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1128,Scoring Engine -> Output- Asset Scores,Valid,false
5021,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1129,Scoring Engine -> Output- Asset Scores,Valid,false
5022,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1130,Scoring Engine -> Output- Asset Scores,Valid,false
5023,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1131,Scoring Engine -> Output- Asset Scores,Valid,false
5024,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1132,Scoring Engine -> Output- Asset Scores,Valid,false
5025,DEN03,Denver-Aurora,,,,,,,,,,,,,,,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,1133,Scoring Engine -> Output- Asset Scores,Valid,false
