AssetId,SiteNo,SiteName,CategoryName,OverallScore,EqCriticality,EqOperatingIssues,EqRedundancy,EqServiceSupport,EqAge,SiteBusinessPriority,EqEfficiency,EqMainCost,EqLoading,ROMReplacementCost,BudgetYear,ROMCostInBudgetYear,SourceWorkbook,SourceSheet,SourceRowNumber,CalculationLayer,ValidationStatus,IsTestRecord
2503,LOU03,Louisville-Downtown,Pump,31.123718973866389,50,0,65,0,70.454545454545539,10.398141984298091,3.3451306491336483,33.333333333333329,25,20000,7,25000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7548,Scoring Engine -> Output- Asset Scores,Valid,false
2504,LOU03,Louisville-Downtown,Pump,31.123718973866389,50,0,65,0,70.454545454545539,10.398141984298091,3.3451306491336483,33.333333333333329,25,20000,7,25000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7549,Scoring Engine -> Output- Asset Scores,Valid,false
6235,SLC04.02,Salt Lake City-Downtown,Switchgear,31.122350022489861,50,0,65,0,75,7.2097710863442508,0,33.333333333333329,25,130000,9,170000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7550,Scoring Engine -> Output- Asset Scores,Valid,false
300,NAS02,Nashville-Cool Springs,Generator,31.117064055363002,50,0,65,0,54.075235109717866,10.389593402353125,0,66.666666666666657,50,825000,16,1380000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7551,Scoring Engine -> Output- Asset Scores,Valid,false
301,NAS02,Nashville-Cool Springs,Generator,31.117064055363002,50,0,65,0,54.075235109717866,10.389593402353125,0,66.666666666666657,50,825000,16,1380000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7552,Scoring Engine -> Output- Asset Scores,Valid,false
302,NAS02,Nashville-Cool Springs,Generator,31.117064055363002,50,0,65,0,54.075235109717866,10.389593402353125,0,66.666666666666657,50,825000,16,1380000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7553,Scoring Engine -> Output- Asset Scores,Valid,false
303,NAS02,Nashville-Cool Springs,Generator,31.117064055363002,50,0,65,0,54.075235109717866,10.389593402353125,0,66.666666666666657,50,825000,16,1380000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7554,Scoring Engine -> Output- Asset Scores,Valid,false
2681,NAS03,Nashville-Cool Springs,Pump,31.10700954058634,50,0,65,0,70.454545454545539,10.389593402353125,3.1058872591928099,33.333333333333329,25,25000,7,30000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7555,Scoring Engine -> Output- Asset Scores,Valid,false
2682,NAS03,Nashville-Cool Springs,Pump,31.10700954058634,50,0,65,0,70.454545454545539,10.389593402353125,3.1058872591928099,33.333333333333329,25,25000,7,30000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7556,Scoring Engine -> Output- Asset Scores,Valid,false
2683,NAS03,Nashville-Cool Springs,Pump,31.10700954058634,50,0,65,0,70.454545454545539,10.389593402353125,3.1058872591928099,33.333333333333329,25,25000,7,30000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7557,Scoring Engine -> Output- Asset Scores,Valid,false
2700,NAS03,Nashville-Cool Springs,Pump,31.10700954058634,50,0,65,0,70.454545454545539,10.389593402353125,3.1058872591928099,33.333333333333329,25,25000,7,30000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7558,Scoring Engine -> Output- Asset Scores,Valid,false
2701,NAS03,Nashville-Cool Springs,Pump,31.10700954058634,50,0,65,0,70.454545454545539,10.389593402353125,3.1058872591928099,33.333333333333329,25,25000,7,30000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7559,Scoring Engine -> Output- Asset Scores,Valid,false
2702,NAS03,Nashville-Cool Springs,Pump,31.10700954058634,50,0,65,0,70.454545454545539,10.389593402353125,3.1058872591928099,33.333333333333329,25,25000,7,30000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7560,Scoring Engine -> Output- Asset Scores,Valid,false
7245,PDX03,Portland-Hillsboro 3,Switchgear,31.086637791214557,50,0,40,0,43.198842356145761,77.809455539314925,0,33.333333333333329,75,185000,18,330000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7561,Scoring Engine -> Output- Asset Scores,Valid,false
7246,PDX03,Portland-Hillsboro 3,Switchgear,31.086637791214557,50,0,40,0,43.198842356145761,77.809455539314925,0,33.333333333333329,75,185000,18,330000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7562,Scoring Engine -> Output- Asset Scores,Valid,false
7247,PDX03,Portland-Hillsboro 3,Switchgear,31.086637791214557,50,0,40,0,43.198842356145761,77.809455539314925,0,33.333333333333329,75,185000,18,330000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7563,Scoring Engine -> Output- Asset Scores,Valid,false
7248,PDX03,Portland-Hillsboro 3,Switchgear,31.086637791214557,50,0,40,0,43.198842356145761,77.809455539314925,0,33.333333333333329,75,185000,18,330000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7564,Scoring Engine -> Output- Asset Scores,Valid,false
7249,PDX03,Portland-Hillsboro 3,Switchgear,31.086637791214557,50,0,40,0,43.198842356145761,77.809455539314925,0,33.333333333333329,75,185000,18,330000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7565,Scoring Engine -> Output- Asset Scores,Valid,false
7250,PDX03,Portland-Hillsboro 3,Switchgear,31.086637791214557,50,0,40,0,43.198842356145761,77.809455539314925,0,33.333333333333329,75,185000,18,330000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7566,Scoring Engine -> Output- Asset Scores,Valid,false
7251,PDX03,Portland-Hillsboro 3,Switchgear,31.086637791214557,50,0,40,0,43.198842356145761,77.809455539314925,0,33.333333333333329,75,185000,18,330000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7567,Scoring Engine -> Output- Asset Scores,Valid,false
7252,PDX03,Portland-Hillsboro 3,Switchgear,31.086637791214557,50,0,40,0,43.198842356145761,77.809455539314925,0,33.333333333333329,75,185000,18,330000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7568,Scoring Engine -> Output- Asset Scores,Valid,false
7253,PDX03,Portland-Hillsboro 3,Switchgear,31.086637791214557,50,0,40,0,43.198842356145761,77.809455539314925,0,33.333333333333329,75,185000,18,330000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7569,Scoring Engine -> Output- Asset Scores,Valid,false
7254,PDX03,Portland-Hillsboro 3,Switchgear,31.086637791214557,50,0,40,0,43.198842356145761,77.809455539314925,0,33.333333333333329,75,185000,18,330000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7570,Scoring Engine -> Output- Asset Scores,Valid,false
7255,PDX03,Portland-Hillsboro 3,Switchgear,31.086637791214557,50,0,40,0,43.198842356145761,77.809455539314925,0,33.333333333333329,75,185000,18,330000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7571,Scoring Engine -> Output- Asset Scores,Valid,false
8219,PDX03,Portland-Hillsboro 3,Switchgear,31.086637791214557,50,0,40,0,43.198842356145761,77.809455539314925,0,33.333333333333329,75,185000,18,330000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7572,Scoring Engine -> Output- Asset Scores,Valid,false
8220,PDX03,Portland-Hillsboro 3,Switchgear,31.086637791214557,50,0,40,0,43.198842356145761,77.809455539314925,0,33.333333333333329,75,185000,18,330000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7573,Scoring Engine -> Output- Asset Scores,Valid,false
8221,PDX03,Portland-Hillsboro 3,Switchgear,31.086637791214557,50,0,40,0,43.198842356145761,77.809455539314925,0,33.333333333333329,75,185000,18,330000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7574,Scoring Engine -> Output- Asset Scores,Valid,false
8222,PDX03,Portland-Hillsboro 3,Switchgear,31.086637791214557,50,0,40,0,43.198842356145761,77.809455539314925,0,33.333333333333329,75,185000,18,330000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7575,Scoring Engine -> Output- Asset Scores,Valid,false
8498,SLC04.03,Salt Lake City-Downtown,Battery,31.078158103297937,50,0,65,0,69.60227272727272,7.2097710863442508,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7576,Scoring Engine -> Output- Asset Scores,Valid,false
8499,SLC04.03,Salt Lake City-Downtown,Battery,31.078158103297937,50,0,65,0,69.60227272727272,7.2097710863442508,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7577,Scoring Engine -> Output- Asset Scores,Valid,false
8500,SLC04.03,Salt Lake City-Downtown,Battery,31.078158103297937,50,0,65,0,69.60227272727272,7.2097710863442508,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7578,Scoring Engine -> Output- Asset Scores,Valid,false
8501,SLC04.03,Salt Lake City-Downtown,Battery,31.078158103297937,50,0,65,0,69.60227272727272,7.2097710863442508,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7579,Scoring Engine -> Output- Asset Scores,Valid,false
8502,SLC04.03,Salt Lake City-Downtown,Battery,31.078158103297937,50,0,65,0,69.60227272727272,7.2097710863442508,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7580,Scoring Engine -> Output- Asset Scores,Valid,false
8503,SLC04.03,Salt Lake City-Downtown,Battery,31.078158103297937,50,0,65,0,69.60227272727272,7.2097710863442508,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7581,Scoring Engine -> Output- Asset Scores,Valid,false
8504,SLC04.03,Salt Lake City-Downtown,Battery,31.078158103297937,50,0,65,0,69.60227272727272,7.2097710863442508,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7582,Scoring Engine -> Output- Asset Scores,Valid,false
8505,SLC04.03,Salt Lake City-Downtown,Battery,31.078158103297937,50,0,65,0,69.60227272727272,7.2097710863442508,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7583,Scoring Engine -> Output- Asset Scores,Valid,false
8506,SLC04.03,Salt Lake City-Downtown,Battery,31.078158103297937,50,0,65,0,69.60227272727272,7.2097710863442508,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7584,Scoring Engine -> Output- Asset Scores,Valid,false
8507,SLC04.03,Salt Lake City-Downtown,Battery,31.078158103297937,50,0,65,0,69.60227272727272,7.2097710863442508,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7585,Scoring Engine -> Output- Asset Scores,Valid,false
8508,SLC04.03,Salt Lake City-Downtown,Battery,31.078158103297937,50,0,65,0,69.60227272727272,7.2097710863442508,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7586,Scoring Engine -> Output- Asset Scores,Valid,false
8509,SLC04.03,Salt Lake City-Downtown,Battery,31.078158103297937,50,0,65,0,69.60227272727272,7.2097710863442508,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7587,Scoring Engine -> Output- Asset Scores,Valid,false
8510,SLC04.03,Salt Lake City-Downtown,Battery,31.078158103297937,50,0,65,0,69.60227272727272,7.2097710863442508,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7588,Scoring Engine -> Output- Asset Scores,Valid,false
8511,SLC04.03,Salt Lake City-Downtown,Battery,31.078158103297937,50,0,65,0,69.60227272727272,7.2097710863442508,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7589,Scoring Engine -> Output- Asset Scores,Valid,false
2351,DFW01,Dallas-Plano,CRAC,31.03405056112511,25,0,40,0,91.081590553421691,56.652733764672192,8.726684697166526,66.666666666666657,50,90000,3,95000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7590,Scoring Engine -> Output- Asset Scores,Valid,false
2352,DFW01,Dallas-Plano,CRAC,31.03405056112511,25,0,40,0,91.081590553421691,56.652733764672192,8.726684697166526,66.666666666666657,50,90000,3,95000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7591,Scoring Engine -> Output- Asset Scores,Valid,false
2353,DFW01,Dallas-Plano,CRAC,31.03405056112511,25,0,40,0,91.081590553421691,56.652733764672192,8.726684697166526,66.666666666666657,50,90000,3,95000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7592,Scoring Engine -> Output- Asset Scores,Valid,false
2354,DFW01,Dallas-Plano,CRAC,31.03405056112511,25,0,40,0,91.081590553421691,56.652733764672192,8.726684697166526,66.666666666666657,50,90000,3,95000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7593,Scoring Engine -> Output- Asset Scores,Valid,false
2355,DFW01,Dallas-Plano,CRAC,31.03405056112511,25,0,40,0,91.081590553421691,56.652733764672192,8.726684697166526,66.666666666666657,50,90000,3,95000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7594,Scoring Engine -> Output- Asset Scores,Valid,false
2356,DFW01,Dallas-Plano,CRAC,31.03405056112511,25,0,40,0,91.081590553421691,56.652733764672192,8.726684697166526,66.666666666666657,50,90000,3,95000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7595,Scoring Engine -> Output- Asset Scores,Valid,false
2357,DFW01,Dallas-Plano,CRAC,31.03405056112511,25,0,40,0,91.081590553421691,56.652733764672192,8.726684697166526,66.666666666666657,50,90000,3,95000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7596,Scoring Engine -> Output- Asset Scores,Valid,false
2363,DFW01,Dallas-Plano,CRAC,31.03405056112511,25,0,40,0,91.081590553421691,56.652733764672192,8.726684697166526,66.666666666666657,50,90000,3,95000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7597,Scoring Engine -> Output- Asset Scores,Valid,false
9197,DFW01,Dallas-Plano,CRAC,31.03405056112511,25,0,40,0,91.081590553421691,56.652733764672192,8.726684697166526,66.666666666666657,50,90000,3,95000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7598,Scoring Engine -> Output- Asset Scores,Valid,false
9198,DFW01,Dallas-Plano,CRAC,31.03405056112511,25,0,40,0,91.081590553421691,56.652733764672192,8.726684697166526,66.666666666666657,50,90000,3,95000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7599,Scoring Engine -> Output- Asset Scores,Valid,false
9199,DFW01,Dallas-Plano,CRAC,31.03405056112511,25,0,40,0,91.081590553421691,56.652733764672192,8.726684697166526,66.666666666666657,50,90000,3,95000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7600,Scoring Engine -> Output- Asset Scores,Valid,false
9200,DFW01,Dallas-Plano,CRAC,31.03405056112511,25,0,40,0,91.081590553421691,56.652733764672192,8.726684697166526,66.666666666666657,50,90000,3,95000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7601,Scoring Engine -> Output- Asset Scores,Valid,false
9201,DFW01,Dallas-Plano,CRAC,31.03405056112511,25,0,40,0,91.081590553421691,56.652733764672192,8.726684697166526,66.666666666666657,50,90000,3,95000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7602,Scoring Engine -> Output- Asset Scores,Valid,false
9202,DFW01,Dallas-Plano,CRAC,31.03405056112511,25,0,40,0,91.081590553421691,56.652733764672192,8.726684697166526,66.666666666666657,50,90000,3,95000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7603,Scoring Engine -> Output- Asset Scores,Valid,false
9203,DFW01,Dallas-Plano,CRAC,31.03405056112511,25,0,40,0,91.081590553421691,56.652733764672192,8.726684697166526,66.666666666666657,50,90000,3,95000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7604,Scoring Engine -> Output- Asset Scores,Valid,false
9204,DFW01,Dallas-Plano,CRAC,31.03405056112511,25,0,40,0,91.081590553421691,56.652733764672192,8.726684697166526,66.666666666666657,50,90000,3,95000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7605,Scoring Engine -> Output- Asset Scores,Valid,false
9372,RCH01,Dallas-Richardson,CRAH,31.014252415247455,25,0,65,0,71.586620926243782,29.731637426192094,1.8161236722715781,66.666666666666657,100,85000,7,105000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7606,Scoring Engine -> Output- Asset Scores,Valid,false
9373,RCH01,Dallas-Richardson,CRAH,31.014252415247455,25,0,65,0,71.586620926243782,29.731637426192094,1.8161236722715781,66.666666666666657,100,85000,7,105000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7607,Scoring Engine -> Output- Asset Scores,Valid,false
3140,RCH01,Dallas-Richardson,CRAH,31.014252415247455,25,0,65,0,71.586620926243782,29.731637426192094,1.8161236722715781,66.666666666666657,100,150000,7,185000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7608,Scoring Engine -> Output- Asset Scores,Valid,false
3141,RCH01,Dallas-Richardson,CRAH,31.014252415247455,25,0,65,0,71.586620926243782,29.731637426192094,1.8161236722715781,66.666666666666657,100,150000,7,185000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7609,Scoring Engine -> Output- Asset Scores,Valid,false
3142,RCH01,Dallas-Richardson,CRAH,31.014252415247455,25,0,65,0,71.586620926243782,29.731637426192094,1.8161236722715781,66.666666666666657,100,150000,7,185000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7610,Scoring Engine -> Output- Asset Scores,Valid,false
3143,RCH01,Dallas-Richardson,CRAH,31.014252415247455,25,0,65,0,71.586620926243782,29.731637426192094,1.8161236722715781,66.666666666666657,100,150000,7,185000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7611,Scoring Engine -> Output- Asset Scores,Valid,false
3951,DAL04,Dallas-Downtown,Pump,31.008067199026758,50,0,65,0,70.454545454545539,3.0819421248851326,3.0319538390897809,33.333333333333329,50,25000,7,30000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7612,Scoring Engine -> Output- Asset Scores,Valid,false
3952,DAL04,Dallas-Downtown,Pump,31.008067199026758,50,0,65,0,70.454545454545539,3.0819421248851326,3.0319538390897809,33.333333333333329,50,25000,7,30000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7613,Scoring Engine -> Output- Asset Scores,Valid,false
2441,JAX02,Jacksonville,Pump,31.000536045372179,50,0,65,0,70.454545454545539,2.1343891761229101,4.1823904659541142,33.333333333333329,50,25000,7,30000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7614,Scoring Engine -> Output- Asset Scores,Valid,false
2442,JAX02,Jacksonville,Pump,31.000536045372179,50,0,65,0,70.454545454545539,2.1343891761229101,4.1823904659541142,33.333333333333329,50,25000,7,30000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7615,Scoring Engine -> Output- Asset Scores,Valid,false
2443,JAX02,Jacksonville,Pump,31.000536045372179,50,0,65,0,70.454545454545539,2.1343891761229101,4.1823904659541142,33.333333333333329,50,25000,7,30000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7616,Scoring Engine -> Output- Asset Scores,Valid,false
8407,SLC10,Salt Lake City-Millcreek,Battery,30.992845117845118,50,0,65,0,69.60227272727272,0,0,33.333333333333329,75,125000,3,135000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7617,Scoring Engine -> Output- Asset Scores,Valid,false
8408,SLC10,Salt Lake City-Millcreek,Battery,30.992845117845118,50,0,65,0,69.60227272727272,0,0,33.333333333333329,75,125000,3,135000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7618,Scoring Engine -> Output- Asset Scores,Valid,false
8409,SLC10,Salt Lake City-Millcreek,Battery,30.992845117845118,50,0,65,0,69.60227272727272,0,0,33.333333333333329,75,125000,3,135000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7619,Scoring Engine -> Output- Asset Scores,Valid,false
8410,SLC10,Salt Lake City-Millcreek,Battery,30.992845117845118,50,0,65,0,69.60227272727272,0,0,33.333333333333329,75,125000,3,135000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7620,Scoring Engine -> Output- Asset Scores,Valid,false
8411,SLC10,Salt Lake City-Millcreek,Battery,30.992845117845118,50,0,65,0,69.60227272727272,0,0,33.333333333333329,75,125000,3,135000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7621,Scoring Engine -> Output- Asset Scores,Valid,false
8412,SLC10,Salt Lake City-Millcreek,Battery,30.992845117845118,50,0,65,0,69.60227272727272,0,0,33.333333333333329,75,125000,3,135000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7622,Scoring Engine -> Output- Asset Scores,Valid,false
8414,SLC10,Salt Lake City-Millcreek,Battery,30.992845117845118,50,0,65,0,69.60227272727272,0,0,33.333333333333329,75,125000,3,135000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7623,Scoring Engine -> Output- Asset Scores,Valid,false
8415,SLC10,Salt Lake City-Millcreek,Battery,30.992845117845118,50,0,65,0,69.60227272727272,0,0,33.333333333333329,75,125000,3,135000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7624,Scoring Engine -> Output- Asset Scores,Valid,false
8416,SLC10,Salt Lake City-Millcreek,Battery,30.992845117845118,50,0,65,0,69.60227272727272,0,0,33.333333333333329,75,125000,3,135000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7625,Scoring Engine -> Output- Asset Scores,Valid,false
8886,TPA04,Tampa-North,Battery,30.948775426745911,50,0,65,0,69.60227272727272,5.7542159751339197,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7626,Scoring Engine -> Output- Asset Scores,Valid,false
8887,TPA04,Tampa-North,Battery,30.948775426745911,50,0,65,0,69.60227272727272,5.7542159751339197,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7627,Scoring Engine -> Output- Asset Scores,Valid,false
8888,TPA04,Tampa-North,Battery,30.948775426745911,50,0,65,0,69.60227272727272,5.7542159751339197,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7628,Scoring Engine -> Output- Asset Scores,Valid,false
8889,TPA04,Tampa-North,Battery,30.948775426745911,50,0,65,0,69.60227272727272,5.7542159751339197,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7629,Scoring Engine -> Output- Asset Scores,Valid,false
8890,TPA04,Tampa-North,Battery,30.948775426745911,50,0,65,0,69.60227272727272,5.7542159751339197,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7630,Scoring Engine -> Output- Asset Scores,Valid,false
8891,TPA04,Tampa-North,Battery,30.948775426745911,50,0,65,0,69.60227272727272,5.7542159751339197,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7631,Scoring Engine -> Output- Asset Scores,Valid,false
8892,TPA04,Tampa-North,Battery,30.948775426745911,50,0,65,0,69.60227272727272,5.7542159751339197,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7632,Scoring Engine -> Output- Asset Scores,Valid,false
8893,TPA04,Tampa-North,Battery,30.948775426745911,50,0,65,0,69.60227272727272,5.7542159751339197,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7633,Scoring Engine -> Output- Asset Scores,Valid,false
8894,TPA04,Tampa-North,Battery,30.948775426745911,50,0,65,0,69.60227272727272,5.7542159751339197,0,33.333333333333329,50,55000,3,60000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,7634,Scoring Engine -> Output- Asset Scores,Valid,false
